risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.0016666666666666668,1,148,474,622,8,1.0613,2,2,0,0,0,0,0,1,3.0,0,0,0,1,0,81,81,10115.0,1,0.012345679012345678,41,8,0.0,9.0,0.0,53,0.4339622641509434,1,54.0,81
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0016666666666666668,1,148,474,622,8,1.0613,2,2,0,0,0,0,0,1,3.0,0,0,0,1,0,82,82,10737.0,1,0.012195121951219513,42,9,0.0,10.0,0.0,54,0.4444444444444444,0,146.45,82
High,developer-tools,mainline_delivery_proxy,api_backend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,176,103,279,9,0.9911,2,4,0,0,1,0,0,1,0.125,0,1,0,0,0,83,83,11359.0,1,0.012048192771084338,43,9,0.059444444444444446,0.0,0.0,3,0.6666666666666666,1,54.0,83
High,developer-tools,mainline_delivery_proxy,api_backend,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,176,103,279,9,0.9911,2,4,0,0,1,0,0,1,0.125,0,1,0,0,0,84,84,11638.0,1,0.011904761904761904,43,9,0.0,1.0,0.0,4,0.5,0,128.81,84
Medium,developer-tools,mainline_delivery_proxy,api_backend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,176,103,279,9,0.9911,2,4,0,0,1,0,0,1,0.125,0,1,0,0,0,85,85,11917.0,1,0.011764705882352941,43,9,0.0,2.0,0.0,5,0.4,1,54.0,85
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,35,5,40,3,0.9183,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,86,86,12196.0,1,0.011627906976744186,43,9,0.13111111111111112,3.0,0.0,55,0.45454545454545453,1,54.0,86
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,35,5,40,3,0.9183,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,87,87,12236.0,1,0.011494252873563218,44,9,0.0,4.0,0.0,56,0.4642857142857143,1,54.0,87
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,35,5,40,3,0.9183,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,88,88,12276.0,1,0.011363636363636364,45,9,0.0,5.0,0.0,57,0.47368421052631576,0,121.52,88
High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,59,3,62,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,164,164,56851.0,12,0.07317073170731707,124,64,0.6080555555555556,0.0,0.0,55,0.8545454545454545,0,124.66,91
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,59,3,62,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,165,165,56913.0,12,0.07272727272727272,125,64,0.0,1.0,0.0,56,0.8571428571428571,1,54.0,92
High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,59,3,62,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,166,166,56975.0,12,0.07228915662650602,126,64,0.0,2.0,0.0,57,0.8596491228070176,0,125.77,93
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,9,0,9,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,89,89,12316.0,1,0.011235955056179775,45,9,0.17027777777777778,0.0,0.0,58,0.46551724137931033,1,54.0,89
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,9,0,9,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,90,90,12325.0,1,0.011111111111111112,46,9,0.0,1.0,0.0,59,0.4745762711864407,1,54.0,90
High,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.001388888888888889,1,9,0,9,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,91,91,12334.0,1,0.01098901098901099,47,9,0.0,2.0,0.0,60,0.48333333333333334,0,124.79,91
Medium,developer-tools,mainline_delivery_proxy,api_backend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,10,0,10,1,-0.0,2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,92,92,12343.0,1,0.010869565217391304,48,9,0.015833333333333335,3.0,0.0,6,0.3333333333333333,1,54.0,92
Medium,developer-tools,mainline_delivery_proxy,api_backend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,10,0,10,1,-0.0,2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,93,93,12353.0,1,0.010752688172043012,48,9,0.0,4.0,0.0,7,0.2857142857142857,1,54.0,93
Medium,developer-tools,mainline_delivery_proxy,api_backend,main,verification,20,0,0,0,1,0,1,0.001388888888888889,1,10,0,10,1,-0.0,2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,94,94,12363.0,1,0.010638297872340425,49,9,0.0,5.0,0.0,8,0.375,1,54.0,94
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,2413,1718,4131,29,0.3621,1,2,0,0,0,0,0,1,1.4167,0,0,0,1,0,95,95,12373.0,1,0.010526315789473684,50,9,0.08666666666666667,11.0,0.0,61,0.4918032786885246,1,54.0,95
Medium,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,2413,1718,4131,29,0.3621,1,2,0,0,0,0,0,1,1.4167,0,0,0,1,0,96,96,16504.0,1,0.010416666666666666,51,10,0.0,12.0,0.0,62,0.5,1,54.0,96
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,2413,1718,4131,29,0.3621,1,2,0,0,0,0,0,1,1.4167,0,0,0,1,0,97,97,20635.0,1,0.010309278350515464,52,10,0.0,13.0,0.0,63,0.5079365079365079,1,54.0,97
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,73,13,86,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,98,98,24766.0,1,0.01020408163265306,52,10,0.042222222222222223,0.0,0.0,64,0.5,1,54.0,98
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,73,13,86,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,99,99,24852.0,1,0.010101010101010102,53,10,0.0002777777777777778,1.0,0.0,65,0.5076923076923077,1,54.0,99
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,73,13,86,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,100,100,24938.0,1,0.01,54,10,0.0,2.0,0.0,66,0.5151515151515151,0,120.69,100
Medium,observability,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,2.8675,1,221,151,372,5,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,108,108,14203.0,8,0.07407407407407407,61,26,2.6886111111111113,0.0,0.0,71,0.6338028169014085,1,54.0,19
High,delivery-platform,mainline_delivery_proxy,database,main,other,21,0,0,0,1,0,1,3.4455555555555555,1,741,166,907,44,1.5811,3,5,1,0,1,0,1,1,0.0833,0,1,0,0,0,163,163,15427.0,7,0.04294478527607362,113,49,3.443888888888889,31.0,0.03225806451612903,7,1.0,0,140.21,39
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,69,48,117,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,101,101,25024.0,1,0.009900990099009901,55,11,0.3461111111111111,6.0,0.0,67,0.5223880597014925,1,54.0,101
Medium,developer-tools,mainline_delivery_proxy,frontend,main,verification,21,0,0,0,1,0,1,0.0011111111111111111,1,69,48,117,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,102,102,25141.0,1,0.00980392156862745,56,11,0.0,7.0,0.0,68,0.5294117647058824,0,152.85,102
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,69,48,117,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,103,103,25258.0,1,0.009708737864077669,57,12,0.0,8.0,0.0,69,0.5362318840579711,0,144.31,103
High,delivery-platform,mainline_delivery_proxy,api_backend,main,other,21,0,0,0,1,0,1,0.0008333333333333334,1,28,1,29,3,0.9183,2,4,0,0,0,0,0,1,1.0,0,0,0,0,0,164,164,16334.0,7,0.042682926829268296,114,50,0.06972222222222223,6.0,0.0,14,0.8571428571428571,1,54.0,40
High,delivery-platform,mainline_delivery_proxy,api_backend,main,verification,21,0,0,0,1,0,1,0.0011111111111111111,1,28,1,29,3,0.9183,2,4,0,0,0,0,0,1,1.0,0,0,0,0,0,165,165,16363.0,7,0.04242424242424243,115,50,0.0002777777777777778,7.0,0.0,15,0.8666666666666667,0,145.03,41
Medium,delivery-platform,mainline_delivery_proxy,api_backend,main,quality,21,0,0,0,1,0,1,0.0011111111111111111,1,28,1,29,3,0.9183,2,4,0,0,0,0,0,1,1.0,0,0,0,0,0,166,166,16392.0,8,0.04819277108433735,116,50,0.0,8.0,0.125,16,0.875,1,54.0,42
Medium,delivery-platform,mainline_delivery_proxy,api_backend,main,quality,21,0,0,0,1,0,1,0.0011111111111111111,1,28,1,29,3,0.9183,2,4,0,0,0,0,0,1,1.0,0,0,0,0,0,167,167,16421.0,8,0.04790419161676647,116,50,0.0,9.0,0.1111111111111111,17,0.8235294117647058,0,131.62,43
Low,delivery-platform,mainline_delivery_proxy,api_backend,main,quality,21,0,0,0,1,0,1,0.0011111111111111111,1,28,1,29,3,0.9183,2,4,0,0,0,0,0,1,1.0,0,0,0,0,0,168,168,16450.0,8,0.047619047619047616,117,51,0.0,10.0,0.1,18,0.8333333333333334,1,54.0,44
Medium,delivery-platform,mainline_delivery_proxy,api_backend,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,28,1,29,3,0.9183,2,4,0,0,0,0,0,1,1.0,0,0,0,0,0,169,169,16479.0,8,0.047337278106508875,118,52,0.0,11.0,0.09090909090909091,19,0.8421052631578947,1,54.0,45
Low,runtime,mainline_delivery_proxy,shared_platform,main,quality,21,0,0,0,1,0,1,1.4436111111111112,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,122,122,8218.0,1,0.00819672131147541,77,21,1.4425,82.0,0.012195121951219513,69,0.6956521739130435,0,122.52,112
High,developer-tools,mainline_delivery_proxy,shared_platform,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,7,6,13,4,1.5,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,104,104,25375.0,1,0.009615384615384616,57,12,0.4027777777777778,0.0,0.0,22,0.5909090909090909,1,54.0,104
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,7,6,13,4,1.5,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,105,105,25388.0,1,0.009523809523809525,58,12,0.0,1.0,0.0,23,0.6086956521739131,0,129.06,105
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,21,0,0,0,1,0,1,0.0011111111111111111,1,7,6,13,4,1.5,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,106,106,25401.0,1,0.009433962264150943,59,13,0.0,2.0,0.0,24,0.625,1,54.0,106
Medium,data-platform,mainline_delivery_proxy,observability,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,333,21,354,7,0.5917,2,3,0,0,0,0,0,1,1.0,0,0,0,0,0,167,167,57037.0,12,0.0718562874251497,127,65,1.0294444444444444,0.0,0.0,0,0.0,0,138.85,89
High,data-platform,mainline_delivery_proxy,observability,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,333,21,354,7,0.5917,2,3,0,0,0,0,0,1,1.0,0,0,0,0,0,168,168,57391.0,12,0.07142857142857142,128,65,0.0,1.0,0.0,1,1.0,0,147.05,90
Medium,data-platform,mainline_delivery_proxy,observability,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,333,21,354,7,0.5917,2,3,0,0,0,0,0,1,1.0,0,0,0,0,0,169,169,57745.0,12,0.07100591715976332,129,65,0.0,2.0,0.0,2,1.0,1,54.0,91
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,3,3,6,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,107,107,25414.0,1,0.009345794392523364,60,13,0.145,5.0,0.0,70,0.5285714285714286,0,136.0,107
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,21,0,0,0,1,0,1,0.0011111111111111111,1,3,3,6,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,108,108,25420.0,1,0.009259259259259259,61,13,0.0,6.0,0.0,71,0.5352112676056338,1,54.0,108
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,21,0,0,0,1,0,1,0.0011111111111111111,1,3,3,6,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,109,109,25426.0,1,0.009174311926605505,62,14,0.0,7.0,0.0,72,0.5416666666666666,1,54.0,109
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,21,0,0,0,1,0,1,0.001388888888888889,1,10,10,20,4,0.8113,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,110,110,25432.0,1,0.00909090909090909,63,14,0.11444444444444445,8.0,0.0,73,0.547945205479452,1,54.0,110
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,21,0,0,0,1,0,1,0.001388888888888889,1,10,10,20,4,0.8113,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,111,111,25452.0,1,0.009009009009009009,64,14,0.0,9.0,0.0,74,0.5540540540540541,0,133.63,111
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,21,0,0,0,1,0,1,0.001388888888888889,1,10,10,20,4,0.8113,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,112,112,25472.0,1,0.008928571428571428,65,14,0.0,10.0,0.0,75,0.56,1,54.0,112
Low,developer-tools,mainline_delivery_proxy,frontend,release,verification,22,0,0,0,1,0,1,0.0011111111111111111,1,98,9,107,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,113,113,25492.0,1,0.008849557522123894,66,15,0.0875,3.0,0.0,76,0.5657894736842105,1,54.0,113
Low,developer-tools,mainline_delivery_proxy,frontend,release,other,22,0,0,0,1,0,1,0.0011111111111111111,1,98,9,107,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,114,114,25599.0,1,0.008771929824561403,67,15,0.0,4.0,0.0,77,0.5714285714285714,1,54.0,114
High,developer-tools,mainline_delivery_proxy,api_backend,main,other,22,0,0,0,1,0,1,0.001388888888888889,1,119,2,121,5,0.971,2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,115,115,25706.0,1,0.008695652173913044,67,15,0.0075,9.0,0.0,9,0.4444444444444444,1,54.0,115
High,developer-tools,mainline_delivery_proxy,api_backend,main,verification,22,0,0,0,1,0,1,0.0016666666666666668,1,119,2,121,5,0.971,2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,116,116,25827.0,1,0.008620689655172414,67,15,0.0002777777777777778,10.0,0.0,10,0.4,0,124.01,116
Medium,developer-tools,mainline_delivery_proxy,api_backend,main,other,22,0,0,0,1,0,1,0.0016666666666666668,1,119,2,121,5,0.971,2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,117,117,25948.0,1,0.008547008547008548,68,15,0.0,11.0,0.0,11,0.45454545454545453,1,54.0,117
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,22,0,0,0,1,0,1,0.001388888888888889,1,21,0,21,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,118,118,26069.0,1,0.00847457627118644,68,15,0.05277777777777778,0.0,0.0,78,0.5641025641025641,1,54.0,118
Medium,developer-tools,mainline_delivery_proxy,frontend,main,verification,22,0,0,0,1,0,1,0.001388888888888889,1,21,0,21,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,119,119,26090.0,1,0.008403361344537815,69,15,0.0,1.0,0.0,79,0.569620253164557,1,54.0,119
High,developer-tools,mainline_delivery_proxy,frontend,main,other,22,0,0,0,1,0,1,0.001388888888888889,1,21,0,21,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,120,120,26111.0,1,0.008333333333333333,70,15,0.0,2.0,0.0,80,0.575,0,128.43,120
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,22,0,0,0,1,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,121,121,26132.0,1,0.008264462809917356,71,16,0.2733333333333333,3.0,0.0,25,0.64,1,54.0,121
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,other,22,0,0,0,1,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,122,122,26134.0,1,0.00819672131147541,72,16,0.0,4.0,0.0,26,0.6538461538461539,1,54.0,122
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,22,0,0,0,1,0,1,0.001388888888888889,1,1,1,2,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,123,123,26136.0,1,0.008130081300813009,73,16,0.0,5.0,0.0,27,0.6666666666666666,0,135.81,123
High,observability,mainline_delivery_proxy,shared_platform,main,verification,22,0,0,0,1,0,1,4.4225,1,221,151,372,5,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,109,109,14575.0,8,0.07339449541284404,62,26,1.555,5.0,0.0,72,0.6388888888888888,0,136.87,19
High,data-platform,mainline_delivery_proxy,identity_security,main,other,22,0,0,0,1,0,1,0.001388888888888889,1,1104,139,1243,54,2.7126,3,5,0,1,1,0,1,1,0.4706,0,0,0,0,0,170,170,58099.0,12,0.07058823529411765,130,65,0.8461111111111111,0.0,0.0,10,1.0,1,54.0,92
High,data-platform,mainline_delivery_proxy,identity_security,main,verification,22,0,0,0,1,0,1,0.001388888888888889,1,1104,139,1243,54,2.7126,3,5,0,1,1,0,1,1,0.4706,0,0,0,0,0,171,171,59342.0,12,0.07017543859649122,131,66,0.0,1.0,0.0,11,1.0,0,121.0,93
High,data-platform,mainline_delivery_proxy,identity_security,main,other,22,0,0,0,1,0,1,0.0016666666666666668,1,1104,139,1243,54,2.7126,3,5,0,1,1,0,1,1,0.4706,0,0,0,0,0,172,172,60585.0,12,0.06976744186046512,132,67,0.0002777777777777778,2.0,0.0,12,1.0,1,54.0,94
High,data-platform,mainline_delivery_proxy,identity_security,main,other,22,0,0,0,1,0,1,0.0016666666666666668,1,1104,139,1243,54,2.7126,3,5,0,1,1,0,1,1,0.4706,0,0,0,0,0,173,173,61828.0,12,0.06936416184971098,133,68,0.0,3.0,0.0,13,1.0,1,54.0,95
High,data-platform,mainline_delivery_proxy,identity_security,main,other,22,0,0,0,1,0,1,0.0016666666666666668,1,1104,139,1243,54,2.7126,3,5,0,1,1,0,1,1,0.4706,0,0,0,0,0,174,174,63071.0,12,0.06896551724137931,134,69,0.0,4.0,0.0,14,1.0,1,54.0,96
High,data-platform,mainline_delivery_proxy,identity_security,main,other,22,0,0,0,1,0,1,0.0019444444444444444,1,1104,139,1243,54,2.7126,3,5,0,1,1,0,1,1,0.4706,0,0,0,0,0,175,175,64314.0,12,0.06857142857142857,135,70,0.0002777777777777778,20.0,0.0,15,1.0,1,54.0,97
High,data-platform,mainline_delivery_proxy,identity_security,main,other,22,0,0,0,1,0,1,0.0022222222222222222,1,1104,139,1243,54,2.7126,3,5,0,1,1,0,1,1,0.4706,0,0,0,0,0,176,176,65557.0,12,0.06818181818181818,136,70,0.0002777777777777778,21.0,0.0,16,1.0,1,54.0,98
High,developer-tools,mainline_delivery_proxy,shared_platform,main,other,22,0,0,0,1,0,1,0.001388888888888889,1,14,14,28,4,-0.0,1,3,0,0,1,1,0,0,0.0,0,1,0,0,0,124,124,26138.0,1,0.008064516129032258,74,17,0.31777777777777777,0.0,0.0,28,0.6785714285714286,1,54.0,124
High,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,22,0,0,0,1,0,1,0.001388888888888889,1,14,14,28,4,-0.0,1,3,0,0,1,1,0,0,0.0,0,1,0,0,0,125,125,26166.0,1,0.008,75,18,0.0,1.0,0.0,29,0.6896551724137931,1,54.0,125
High,developer-tools,mainline_delivery_proxy,shared_platform,main,other,22,0,0,0,1,0,1,0.001388888888888889,1,14,14,28,4,-0.0,1,3,0,0,1,1,0,0,0.0,0,1,0,0,0,126,126,26194.0,2,0.015873015873015872,75,18,0.0,2.0,0.5,30,0.6666666666666666,1,54.0,126
Medium,developer-tools,mainline_delivery_proxy,observability,main,verification,23,0,0,0,1,0,1,0.0011111111111111111,2,194,31,225,8,-0.0,2,3,0,0,0,0,0,1,1.0,0,0,0,0,0,127,127,26222.0,2,0.015748031496062992,76,18,0.565,0.0,0.0,3,1.0,1,54.0,127
Medium,developer-tools,mainline_delivery_proxy,observability,main,other,23,0,0,0,1,0,1,0.0011111111111111111,2,194,31,225,8,-0.0,2,3,0,0,0,0,0,1,1.0,0,0,0,0,0,128,128,26447.0,2,0.015625,77,19,0.0,1.0,0.0,4,1.0,1,54.0,128
High,developer-tools,mainline_delivery_proxy,observability,main,other,23,0,0,0,1,0,1,0.0011111111111111111,2,194,31,225,8,-0.0,2,3,0,0,0,0,0,1,1.0,0,0,0,0,0,129,129,26672.0,2,0.015503875968992248,78,19,0.0,2.0,0.0,5,1.0,0,152.07,129
High,developer-tools,mainline_delivery_proxy,frontend,main,other,23,0,0,0,1,0,1,0.0011111111111111111,1,44,5,49,3,-0.0,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,130,130,26897.0,2,0.015384615384615385,79,20,0.005833333333333334,0.0,0.0,81,0.5802469135802469,0,149.88,130
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,23,0,0,0,1,0,1,0.0011111111111111111,1,44,5,49,3,-0.0,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,131,131,26946.0,2,0.015267175572519083,80,20,0.0,1.0,0.0,82,0.5853658536585366,1,54.0,131
High,developer-tools,mainline_delivery_proxy,frontend,main,verification,23,0,0,0,1,0,1,0.0011111111111111111,1,44,5,49,3,-0.0,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,132,132,26995.0,2,0.015151515151515152,81,20,0.0,2.0,0.0,83,0.5903614457831325,0,136.33,132
Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,23,0,0,0,1,0,1,3.175,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,123,123,8310.0,1,0.008130081300813009,78,21,1.7313888888888889,27.0,0.0,70,0.7,0,142.16,112
High,developer-tools,mainline_delivery_proxy,frontend,main,other,23,0,0,0,1,0,1,0.0011111111111111111,1,40,92,132,5,1.5219,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,133,133,27044.0,2,0.015037593984962405,82,20,0.03305555555555555,11.0,0.0,84,0.5952380952380952,0,141.85,133
Medium,developer-tools,mainline_delivery_proxy,frontend,main,verification,23,0,0,0,1,0,1,0.0011111111111111111,1,40,92,132,5,1.5219,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,134,134,27176.0,2,0.014925373134328358,83,21,0.0,12.0,0.0,85,0.6,1,54.0,134
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,23,0,0,0,1,0,1,0.0011111111111111111,1,40,92,132,5,1.5219,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,135,135,27308.0,2,0.014814814814814815,84,21,0.0,13.0,0.0,86,0.6046511627906976,1,54.0,135
High,developer-tools,mainline_delivery_proxy,frontend,main,verification,23,0,0,0,1,0,1,0.0008333333333333334,1,1,102,103,5,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,136,136,27440.0,2,0.014705882352941176,85,22,0.03861111111111111,0.0,0.0,87,0.6091954022988506,0,152.22,136
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,23,0,0,0,1,0,1,0.0008333333333333334,1,1,102,103,5,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,137,137,27543.0,2,0.014598540145985401,86,22,0.0,1.0,0.0,88,0.6136363636363636,1,54.0,137
Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,23,0,0,0,1,0,1,0.0008333333333333334,1,1,102,103,5,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,138,138,27646.0,2,0.014492753623188406,87,23,0.0,2.0,0.0,89,0.6179775280898876,0,129.01,138
Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,23,0,0,0,1,0,1,3.357222222222222,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,124,124,8402.0,1,0.008064516129032258,79,21,0.18222222222222223,28.0,0.0,71,0.704225352112676,1,54.0,113
High,observability,mainline_delivery_proxy,shared_platform,main,other,23,0,0,0,1,0,1,5.4025,1,221,151,372,5,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,110,110,14947.0,8,0.07272727272727272,63,26,0.98,37.0,0.02702702702702703,73,0.6438356164383562,1,54.0,20
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,23,0,0,0,1,0,1,0.0008333333333333334,1,26,6,32,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,125,125,8494.0,1,0.008,80,21,0.06777777777777778,83.0,0.012048192771084338,72,0.7083333333333334,1,54.0,114
Low,runtime,mainline_delivery_proxy,shared_platform,main,other,23,0,0,0,1,0,1,0.0008333333333333334,1,26,6,32,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,126,126,8526.0,1,0.007936507936507936,81,21,0.0,84.0,0.011904761904761904,73,0.7123287671232876,1,54.0,115
Medium,runtime,mainline_delivery_proxy,shared_platform,main,build,23,0,0,0,1,0,1,0.0008333333333333334,1,26,6,32,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,127,127,8558.0,1,0.007874015748031496,82,21,0.0,85.0,0.011764705882352941,74,0.7162162162162162,0,151.42,116
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,23,0,0,0,1,0,1,0.0008333333333333334,1,26,6,32,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,128,128,8590.0,1,0.0078125,83,21,0.0,86.0,0.011627906976744186,75,0.72,1,54.0,117
